ProteinID,GeneSymbol,Description,Peptides,normoxia_mono_1,normoxia_mono_2,normoxia_mono_3,normoxia_mono_4,normoxia_PFF_1,normoxia_PFF_2,normoxia_PFF_3,normoxia_PFF_4,hypoxia_mono_1,hypoxia_mono_2,hypoxia_mono_3,hypoxia_mono_4,hypoxia_PFF_1,hypoxia_PFF_2,hypoxia_PFF_3,hypoxia_PFF_4,
P61082,Ube2m,NEDD8-conjugating enzyme Ubc12,14,3351.64,3270.8,3399.22,3329.27,3402.67,3359.2,3515.97,3282.14,3225.64,3171.25,3305.98,3345.42,3175.99,3223.11,2548.21,3283.34,
P54823,Ddx6,Probable ATP-dependent RNA helicase DDX6,14,4952.79,4406.72,4210.08,4686.59,4710.71,4646.6,4068.97,4310.23,4474.64,4358.32,4517.75,4397.83,4585.46,4592.48,5826.74,4503.08,
Q9Z2Y8,Plpbp,Pyridoxal phosphate homeostasis protein,14,6661.66,6341.14,6275.91,6498.05,6073.39,5820.9,6371.98,5924.8,6382.33,5752.14,5679.81,5814.61,6185.71,5922.9,4809.72,5680.98,
E9PZF0,Gm20390,Nucleoside diphosphate kinase,14,3370.65,3377.1,3353.89,3324.91,3335.54,3206.69,3185.47,3131.37,3384.66,3146.62,3262.71,3300.83,3538.62,3200.05,2617.64,2998.67,
Q80V42,Cpm,Carboxypeptidase M,14,4335.19,4175.83,3763.82,4007.58,3894.2,3641.11,3866.28,3147.26,3001.66,3399.79,3581.56,2627.1,3736.45,3727.07,1618.63,2966.58,
Q07417,Acads,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",14,3420.86,3680.85,3728.06,3591.15,3862.31,3436.24,3772.68,4217.46,4440.7,3086.86,2961.49,3137.31,3256.38,3314.24,3925.93,2904.66,
Q8K1J6,Trnt1,"CCA tRNA nucleotidyltransferase 1, mitochondrial",14,4381.46,3819.42,3837.98,3977.81,4293.98,4108.68,3844.18,3869.17,4036.18,3919.17,3977.67,3981.92,4164.37,4152.88,4430.81,3850.62,
O54724,Cavin1,Caveolae-associated protein 1,14,2604.22,2660.25,2757.72,3169,2611.23,2327.79,2821.76,5644.01,3765,5834.96,2963.51,3154.75,2986.47,4273.19,15380.5,2898.53,
Q8K4R4,Pitpnc1,Cytoplasmic phosphatidylinositol transfer protein 1,14,3753.92,5000.34,5010.64,4196.87,4389.08,4225.87,5224.36,4743.22,4232.88,4367.19,4121.44,5306.5,4079.44,4440.25,2915.99,4597.26,
O89084,Pde4a,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",14,2516.28,2963.32,2760.26,2648.42,2665.97,2702.23,2813.78,2341.14,2282.84,2679.77,2572,2306.58,2445.67,2591.37,1528.31,2543.43,
Q8VBU5,Pde4b,Phosphodiesterase,14,3742.45,3552.76,3208.92,3362.24,3314.44,3263.96,3118.57,2826.33,3041.9,3053.89,3320.54,2834.61,3407.29,3188.44,2067.78,3146.29,
Q61210-5,Arhgef1,Isoform 5 of Rho guanine nucleotide exchange factor 1,14,1697.08,1721.91,1777.04,1802.65,1723.27,1727.52,1883.71,1871.98,1709.01,1947.6,1944.46,1879.32,1788.04,1840.34,1795.59,1906.38,
Q9CQ19,Myl9,Myosin regulatory light polypeptide 9,14,3042.16,3382.15,3516.91,3536.75,3163.44,2913.12,3593.82,4752.07,3454.68,4981.08,3238.87,3448.8,3326.08,3839.88,9637.74,3046.77,
Q3U7R1,Esyt1,Extended synaptotagmin-1,14,2894.13,2553.11,2737.65,2836.29,2745.75,2661.78,2747.13,3604.73,2924.55,3444.95,2808.66,2835.51,2785.51,3026.79,6684.14,2591.03,
Q99LB2,Dhrs4,Dehydrogenase/reductase SDR family member 4,14,4375.08,4919.35,5220.14,4564.7,5006.51,4965.64,5681.05,5438.62,5079.88,4784.6,4553.5,5346.17,4486.78,5012.14,4852.26,5314.61,
Q3UMB9,Washc4,WASH complex subunit 4,14,2907.49,2807.53,2635.55,2960.82,2942.18,3060.18,2653.5,2965.09,2810.49,2830.59,3089.44,2930.08,2825.94,2934.19,2696.27,2971.44,
O09111,Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",14,5364.71,4863.02,5286.21,5147.04,5001.4,5379.16,5515.25,5158.89,5522.97,5293.88,5778.83,5499.78,5535.06,5356.14,5972.22,6083.04,
Q80TA9,Epg5,Ectopic P granules protein 5 homolog,14,2923.84,3548.41,3817.38,3361.45,3358.92,3423.5,3802.57,3445.42,3432.03,3692.16,3804.1,4232.97,3430.33,3639.59,2381.43,4078.4,
Q8C0J2-3,Atg16l1,Isoform 3 of Autophagy-related protein 16-1,14,3027.58,3421.06,3505.13,3226.08,3186.9,3211.38,3457.78,3156.35,2990.36,3190.64,3397.15,3412.97,3233.88,3243.8,2254.06,3342.85,
P34022,Ranbp1,Ran-specific GTPase-activating protein,14,4246.87,4149.45,3927.39,4102.9,4188.73,3913.81,3549.53,3739.78,4060.3,3591.96,3696.86,3544.3,4708.61,3881.3,3451.5,3584.76,
Q2TBE6,Pi4k2a,Phosphatidylinositol 4-kinase type 2-alpha,14,2479.64,2805.77,3036.6,2697.74,2793.95,2738.96,3025.41,2798.5,2936.7,2924.39,3026.87,3204.95,2878.73,2946.46,2209.27,3230.76,
Q8C050,Rps6ka5,Ribosomal protein S6 kinase alpha-5,14,3419.62,3475.65,3478.36,3587.64,3660.44,3405.06,3742.46,3516.27,2947.65,3423.23,3886.18,3536.46,3777.95,3782.13,3004.97,3218.57,
P21661,Pcsk2,Neuroendocrine convertase 2,14,2390.52,3484.41,3798.19,3296.14,3186.3,3531.12,3464.97,3283.79,3914.14,3808.61,4035.05,4115.48,4056.96,3872.16,1986.28,4393.89,
Q9Z2A5,Ate1,Arginyl-tRNA--protein transferase 1,14,4874.59,4280.94,4092.47,4600.54,4693.55,4774.76,3818.6,4151.44,4221.44,3642.98,4300.39,3524.78,4145.45,3963.59,3923.51,3885.35,
P34152-2,Ptk2,Isoform 2 of Focal adhesion kinase 1,14,2464.33,3010.1,3300.11,2855.08,2702.79,2730.44,3290.96,2824.66,2884.53,3158.23,3180.66,3403.97,2800.82,2956.04,2083.38,3331.23,
Q8R2Y2,Mcam,Cell surface glycoprotein MUC18,14,4126.28,3931.43,3454.58,3808.29,3767.92,3722.04,3218.53,3468.89,4730.09,4566.36,4749.14,3728.32,4680.83,4908.54,4850.73,3640.35,
Q5EG47,Prkaa1,5'-AMP-activated protein kinase catalytic subunit alpha-1,14,3366.26,3506.67,3449.05,3444.68,3420.62,3439.13,3473.72,3507.87,3497.7,3541.85,3533.17,3668.96,3515.83,3459.05,3031.25,3668.87,
Q6PHZ8,Kcnip4,Kv channel-interacting protein 4,14,2817.21,3487.57,3725.78,3261.78,3166.06,3289.1,3598.02,3420.73,3251.67,3215.09,3371.38,3510.33,3357.62,3621.05,10100.4,3988.54,
Q9EQH2,Erap1,Endoplasmic reticulum aminopeptidase 1,14,2422.67,2881.55,3104.13,2981.04,2944.12,2914.29,2978.65,3768.67,4021.84,3172.74,3133.92,3259.91,2843.52,3184.8,4718.66,2997.42,
Q3V3R4,Itga1,Integrin alpha-1,14,2619.46,2645.16,2857.23,2859.71,2723.51,2701.15,2815.36,3664.09,2719.51,4454.25,3410.61,3914.78,3212.63,3753.25,10113.8,3263.78,
Q91WU5,As3mt,Arsenite methyltransferase,14,3058.44,2799.61,2579.17,2966.84,2995.41,2997.16,2585.18,2961.05,2858.3,2628.14,2700.91,2509.59,2907.34,2835.89,3055.9,2778.96,
P23591,Gfus,GDP-L-fucose synthase,14,4040.85,4600.72,4266.61,4555.39,4431.71,4555.49,4456.01,4698.16,4902.56,4508.26,4407.53,4541.71,4696.94,4715.74,3589.26,4369.21,
Q7TMG8,Nipsnap2,Glioblastoma amplified sequence,14,3427.42,3757.42,3733.4,3333.5,3756.44,3906.29,3867.55,3572.4,3704.93,3725.12,3551.14,3733.04,3480.57,3739.3,3331.87,3897.47,
O88196,Ttc3,E3 ubiquitin-protein ligase TTC3,14,3172.83,2335.78,2468.54,2958.39,2947.77,2947.81,2070.42,2362.81,2893.46,2355.33,2928.45,2462.86,2814.25,2640.65,2964.95,2677.81,
P47757-4,Capzb,Isoform 3 of F-actin-capping protein subunit beta,14,2527.17,2915.85,2795.73,2579.93,2601.06,2657.27,3097.19,2657.28,2625.93,2719.51,2815.08,2700.83,2533.56,2660.87,1885.34,2782.48,
Q3UIU2,Ndufb6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,14,3047.14,3257.86,3175.95,2968.54,3072.4,3282.93,3294.94,2965.24,3594.73,3523.36,3409.38,3286.02,3485.72,3305.98,3554.3,3565.96,
Q99KV1,Dnajb11,DnaJ homolog subfamily B member 11,14,5077.64,4619.85,5005.58,4949.84,4728.02,4808.54,4660.99,4556.86,5312.33,4455.39,4680.99,4688.31,4957.19,5012.13,5837.18,4689.54,
Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",14,4623.93,4104.78,3908.32,4376.88,4689.5,4997.78,3885.9,4340.77,4071,3618.58,3821.35,3828.24,3808.69,3638.96,4688.67,3777.2,
Q61655,Ddx19a,ATP-dependent RNA helicase DDX19A,14,2801.77,2843.18,2806.8,2789.15,2732.61,2827.83,2876.91,2788.17,2732.16,2688,2752.85,2702.09,2586.03,2645.99,2350.37,2689.85,
P01029,C4b,Complement C4-B,14,1768.01,1949.67,2058.63,2262.77,2003.4,1806,2043.9,2550.62,2708.92,2793.77,2328.86,2649.7,2589.1,2469.41,2714.98,2862.91,
P63168,Dynll1,"Dynein light chain 1, cytoplasmic",14,3293.11,3050.06,2998.11,2886.42,2812.93,2774.4,3053.19,2952.16,2695.1,2774.81,2719.65,2526.46,3241.88,2730.09,2699.27,2795.92,
P70670,Naca,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",14,5544.43,4447.7,4708.89,5242.46,5044.97,4740.73,4321.01,4664.35,5700.92,4367.79,4735.93,4841.39,5194.93,5057.06,6954.91,4597.54,
Q9D6Z1,Nop56,Nucleolar protein 56,14,5577.92,4379.53,4346.64,4967.54,5057.78,5034.04,4089.61,4443.02,5024.9,4339.97,4696.65,4389.87,4805.33,4697,6667.21,4631.22,
G3X8Y3,Naa15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",14,3910.41,3560.47,3457.81,3754.87,3814.12,3799.16,3601.25,3659.81,3465.94,3594.18,3882.08,3677.23,3487.13,3647.96,3066.21,3686.19,
Q62376,Snrnp70,U1 small nuclear ribonucleoprotein 70 kDa,14,4300.74,3583.82,3353.75,3992.04,3983.41,3914.05,3245.28,3488.76,3917.44,3426.34,3726.6,3446.84,3945.7,3851.06,6738.93,3446.63,
Q8QZY1,Eif3l,Eukaryotic translation initiation factor 3 subunit L,14,5543.6,5438.82,5168.4,5581.51,5591.81,5577.84,5101.65,5599.74,5660.24,5320.6,5563.51,5654.59,5281.02,5667.57,5661.79,5509.03,
Q80T41,Gabbr2,Gamma-aminobutyric acid type B receptor subunit 2,14,2406.02,2698.19,2747.07,2641.53,2678.4,3925.19,2781.8,2569.94,2450.24,2794.19,2918.73,3221.23,2712,2866.39,3618.01,3251.27,
P32067,Ssb,Lupus La protein homolog,14,4752.56,4020.56,3816.14,4550.2,4400.77,4456.47,3570.15,4230.02,4360.54,4004.39,4046.52,3732.66,4479.55,4418.06,6976.73,3950.98,
Q8R1A4,Dock7,Dedicator of cytokinesis protein 7,14,3155.43,3266.12,3180.35,3385,3448.57,3487.94,3300.18,3671.02,3456.29,3347.84,3357.31,3237.29,3202.22,3473.98,3803.35,3384.89,
Q9CQ65,Mtap,S-methyl-5'-thioadenosine phosphorylase,14,3707.09,3115.03,3167.48,3421.35,3467.44,3293.31,2964.11,3421.12,3420.5,3032.49,3267.47,3073.42,3275.77,3148.46,3382.5,3068.81,
Q9R257,Hebp1,Heme-binding protein 1,14,2688.81,4109.97,4092.6,3583.9,3774.07,3181.27,4361.98,4244.97,4519.17,3653.3,4038.8,4284.37,3635.17,3902.7,1207.06,3932.09,
Q791V5,Mtch2,Mitochondrial carrier homolog 2,14,3548.88,4566.65,4438.23,3847.85,4163.52,4584.4,4714.02,4263.17,3956.17,4493.1,3835.24,4475.38,3961.77,4389.44,3650.37,4712.22,
Q3UJD6,Usp19,Ubiquitin carboxyl-terminal hydrolase 19,14,2410.53,2401.32,2411.32,2404.92,2338.52,2360.7,2380.79,2296.75,2210.11,2376.46,2438.44,2393.66,2314.91,2298.62,1997.32,2409.59,
P84228,H3c2,Histone H3.2,14,2795.48,3102.62,2851.37,3002.62,3187.63,3024.55,2992.34,3177.39,3355.23,3322.13,2842.61,2932.7,3097.55,3286.24,4498.75,2797.78,
P31938,Map2k1,Dual specificity mitogen-activated protein kinase kinase 1,14,5031.02,6161.53,6157.88,5519.54,5612.22,5310.12,6110.76,5470.27,4879.44,5531.07,5402.1,5823.64,5544.51,5618.46,2583.6,5837.64,
Q6ZWN5,Rps9,40S ribosomal protein S9,14,6085.33,5618.79,5629.99,6061.49,6330.31,6235.91,5535.36,6161.36,6593.74,5762.36,5913.51,6139.52,6092.44,6289.6,7378.08,6164.93,
Q91YJ2,Snx4,Sorting nexin-4,14,4120.46,4223.78,3824.23,4271.14,4193.26,4367.79,3932.52,3956.58,3914.69,3735.31,4213.45,3978.54,4005.83,4055.29,3227.49,4326.78,
Q9CQZ5,Ndufa6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,14,3117.85,3134.07,3073.98,2927.49,2938.41,3151.32,3214.98,2864.78,3411.48,3124.67,3247.03,3288.76,3437.73,3264.85,3780.3,3479.46,
Q8R2R9,Ap3m2,AP-3 complex subunit mu-2,14,5558.57,5543.73,5564.27,5428.15,5835.24,6060.19,5481.75,5473.93,5387.72,5456.71,5707.13,5844.37,5460.91,5431.65,5190.56,6139.11,
P62743,Ap2s1,AP-2 complex subunit sigma,14,3540.58,3582.11,3534.99,3595.31,3681.33,3894.7,3746.56,3811.51,3550.65,3803.83,3771.92,3966.54,3647.66,3723.92,3155.46,4156.75,
P47740,Aldh3a2,Aldehyde dehydrogenase family 3 member A2,14,4663.27,5182.45,5273.56,5023.34,5125.22,5146.77,5825.62,5087.99,5215.83,5250.98,5178.24,5103.47,4963.42,5187.7,4857.94,5208.83,
Q80VQ0,Aldh3b1,Aldehyde dehydrogenase family 3 member B1,14,3178.99,2801.93,2694.64,2893.66,3115.83,2890.58,2540.5,2462.16,3411.91,2442.62,2776.16,1931.54,2870.03,2541.24,1349.99,2338.31,
P63158,Hmgb1,High mobility group protein B1,14,4422.74,5257.82,4142.59,4684.13,4466.91,4198.53,4521.16,4421.03,4393.56,4421.24,4182.15,3719.15,4729.76,4667.88,5699.39,3627.49,
P56391,Cox6b1,Cytochrome c oxidase subunit 6B1,14,3348.76,3132.71,2547.11,2921.89,2643.02,2656.09,2960.52,3035.26,3195.94,2678.98,2495.43,2773.15,2836.18,2451.54,2542.92,2826.11,
O08582,Gtpbp1,GTP-binding protein 1,13,3245.14,3645.98,3612.93,3398.55,3382.56,3596.57,3653.57,3389.15,3174.9,3396.93,3495.41,3558.27,3055.07,3274.48,2940.97,3294.64,
Q8BLY2,Tars3,"Threonine--tRNA ligase 2, cytoplasmic",13,3939.88,3687.73,3874,3954.22,3930.59,3737.82,3744.07,3743.64,3807.61,3680.3,4184.99,4111.98,4053.54,3944.08,3519.77,3946.8,
Q4LDD4,Arap1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",13,1714.04,1918.36,1836.56,1821.9,1859.81,1788.59,1926.92,1998.65,1574.61,1902.13,1900.75,1823.32,1644.11,1796.72,1690.09,1703.47,
P55264,Adk,Adenosine kinase,13,3473.74,4003.68,3753.84,3548.54,3795.72,3612.06,3785.56,3796.8,3559.21,3315.08,3346.17,3282.2,3616.72,3478.46,3567.79,3283.48,
Q0GA42,Cnnm1,Metal transporter CNNM1,13,2562.79,3233.86,3334.42,2776.88,2855.24,3039.44,3462.64,3009.78,2857.21,3578.77,3260.4,4014.86,3002.98,3313.42,2046.07,3584.83,
Q91Z38,Ttc1,Tetratricopeptide repeat protein 1,13,5991.5,5206.84,5251.56,5632.47,5382.2,5059.38,4756.91,4810.45,5322.91,4529.11,4946.52,4641.59,5619.04,5212.17,4413.35,4825.07,
Q8BHE3,Atcay,Caytaxin,13,2137.78,3022.84,3397.79,2753.84,2840.06,2671.33,3315.85,3115.5,2828.98,3140.72,2781.33,3671.27,3048.99,3034.26,1949.1,3604.73,
P37804,Tagln,Transgelin,13,392.142,624.938,556.797,891.759,438.124,388.234,743.366,4786.36,619.384,5132.56,468.13,442.319,317.855,1053.85,17872.3,603.452,
P42227,Stat3,Signal transducer and activator of transcription 3,13,5017.24,4600.17,4549.29,4909.66,4952.63,5108.73,4618.99,5277.48,5572.05,5121.99,5097.28,4741.03,4924.9,4957.13,5732.04,4933.18,
Q45VK7,Dync2h1,Cytoplasmic dynein 2 heavy chain 1,13,1674.7,1713.47,1673.47,1795.98,1737.44,1792.39,1655.97,1761.04,1725.95,1794.84,1871.08,1829.05,1759.62,1782.41,1691.81,1786.74,
Q8BTY1,Kyat1,Kynurenine--oxoglutarate transaminase 1,13,3579.92,3827.91,4068.7,3961.96,3802.7,3243.02,3934,3890.66,4365.58,3442.84,3269.91,3708.93,3952.2,3744.45,2630.47,3228.77,
Q9Z2D1,Mtmr2,Myotubularin-related protein 2,13,2979.4,3057.76,3028,3070.74,3004.73,2949.72,3204.4,2918.4,2773.64,2887.44,3231.32,2956.74,3006.18,3090.58,1713.46,2926.27,
Q9Z2C4,Mtmr1,Myotubularin-related protein 1,13,2843.85,2940.54,2922.59,2854.65,2969.15,2893.16,2929.72,2648.11,2688.49,2716.88,2974.22,2748.27,2805.52,2848.2,1940.75,2824.44,
P52760,Rida,2-iminobutanoate/2-iminopropanoate deaminase,13,5382.32,5124.3,5126.4,5057.33,4780.63,4467.32,5590.35,6040.19,7718.17,4385.51,3930.9,5030.07,4592.65,4335.92,5338.48,3994.25,
Q3TES0,Iqsec3,IQ motif and SEC7 domain-containing protein 3,13,2643.14,2672.95,2738.66,2790.8,2857.17,2864.33,2860.35,2853.08,2805.48,2702.35,2831.85,2898.09,2866.95,2732.16,3292.6,3112.15,
P56959,Fus,RNA-binding protein FUS,13,3705.59,2769.5,2714.54,3105.87,3161.41,2957.83,2598.5,2861.68,3421.06,2758.92,2840.29,2981.03,3428.69,3210.22,5976.68,2689.78,
Q8C0L9,Gpcpd1,Glycerophosphocholine phosphodiesterase GPCPD1,13,4133.22,4538.07,4605.18,4556.66,4190.88,4111.52,4307.67,4098.46,5245.09,4646.45,4930.48,4735.78,4816.81,4770.34,3296.3,4662.25,
Q8BWQ6,Vps35l,VPS35 endosomal protein-sorting factor-like,13,2834.14,3051.09,3183.17,3143.25,3113.04,3199.77,3215.97,3186.06,2956.78,3178.46,3371.68,3388.3,3055.18,3085.65,2943.89,3316.68,
Q8BYM8,Cars2,"Probable cysteine--tRNA ligase, mitochondrial",13,1731.98,1757.06,1845.56,1722.18,1777.37,1911.55,1872.07,1792.59,1870.2,1855.63,1837.19,2011.04,1718.67,1775.38,1807.64,2034.98,
E9QKB2,Habp4,Intracellular hyaluronan-binding protein 4,13,2760.44,2315.51,2590.16,2737.92,2509.11,2408.74,2382.13,2275.56,2759.08,2302.31,2655.23,2628.06,2853.77,2668.24,2585.04,2571.05,
Q8BLK3,Lsamp,Limbic system-associated membrane protein,13,3583.45,3363.61,3026.28,3373.01,3809.21,4019.33,2854.23,3235.59,3175.29,2881.88,3215.51,2900.67,3117.3,3092.43,3484.25,3272.35,
Q6PE13,Prrt3,Proline-rich transmembrane protein 3,13,2462.69,3427.3,3681.86,2797.47,2986.28,2962.21,3836.78,3127.93,3007.81,3138.38,3204.93,3949.83,3123.63,3326.68,1529.21,3614.08,
Q921S7,Mrpl37,"39S ribosomal protein L37, mitochondrial",13,2646.64,2675.59,2711.59,2734.07,2829.45,2983.99,2577.85,2687.97,2706.59,2441.99,2625.76,2579.76,2600.23,2675.49,2787.41,2741.79,
P70697,Urod,Uroporphyrinogen decarboxylase,13,2452.68,2502.41,2522.08,2622.71,2593.37,2447.16,2397.39,2468.95,2469.66,2548.26,2587.33,2599.54,2727.8,2551.83,2529.09,2504.79,
Q9JIG7,Ccdc22,Coiled-coil domain-containing protein 22,13,1941.24,2044.82,2074.33,2020.07,2088.96,2087.73,2037.45,1973.65,2044.95,2077.25,2129.11,2041.78,2005.03,2042.35,1977.82,2138.4,
Q9D7B6,Acad8,"Isobutyryl-CoA dehydrogenase, mitochondrial",13,3093.42,3433.94,3347.64,3362.58,3598.26,3738.15,3326.78,3668.21,4378.57,3258.74,3332.01,3144.27,3337.91,3372.59,3817.41,3169.22,
Q6PAM1,Txlna,Alpha-taxilin,13,3341.21,3361.47,3444.2,3448.76,3339.61,3074.75,3341.23,3230.61,3652.95,3333.17,3475.78,3368.86,3649.29,3617.37,2974.44,3321.57,
Q8C0I1,Agps,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",13,3184.32,3600.3,3530.14,3446.04,3389.97,3384.67,3776.48,3374.4,3000.63,3471.76,3536.97,3365.33,3187.54,3483.87,2529.74,3441.63,
Q8K1M3,Prkar2a,"Protein kinase, cAMP dependent regulatory, type II alpha",13,3794.49,2784.25,2574.87,3088.94,3396.45,3581.67,2579.26,2902.48,2899.96,2541.04,2793.8,2230.69,3214.41,2764.02,3905.22,2839.7,
Q8CG76,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,13,3238.94,3159.35,3161.87,3136.11,3047.37,3001.01,2965.55,2971.36,3080.34,2808.79,3002,2869.83,3228.48,3023.71,2552.07,2824.16,
P12849,Prkar1b,cAMP-dependent protein kinase type I-beta regulatory subunit,13,4471.97,3335.56,3370.28,3906.93,3990.28,3916.72,3148.53,3381.53,3520.44,3063.42,3597.62,3143.38,3907.41,3487.14,3603.79,3589.38,
Q8BU33,Ilvbl,2-hydroxyacyl-CoA lyase 2,13,2509.07,2735.13,2740.25,2788.76,2697.13,2626.08,2802.21,2798.06,2768.39,2672.95,2880.17,2619.54,2626.58,2757.15,2205.22,2656.13,
Q6PHQ8,Naa35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",13,4273.16,4010.64,4144.28,4169.55,4224.48,4176.48,4185.33,3908.5,4136.67,4026.79,4392.88,4264.22,4164.71,4148.97,3324.18,4184.3,
Q03173,Enah,Protein enabled homolog,13,3638.85,3193.31,3266.96,3454.06,3440.62,3484.6,3085.46,3383.83,3147.64,3158.7,3212.45,2884.94,3276.02,3252.44,5002.16,3099.42,
Q9CQW1,Ykt6,Synaptobrevin homolog YKT6,13,2393.33,2606.32,2545.7,2417.24,2361.36,2571.08,2426.95,2364.13,2350.05,2397.1,2472.93,2701.18,2464.44,2444.58,1705.06,2533.91,
Q9CQI6,Cotl1,Coactosin-like protein,13,2462.12,2446.59,2494.41,2542.05,2598.39,2580.9,2644.73,2545.04,2743.26,2322.1,2312.39,2233.8,2302.8,2187.3,1988.71,2203.36,
P97772,Grm1,Metabotropic glutamate receptor 1,13,3181.24,3746.68,3677.38,3332.47,3661.58,3681.24,4134.27,3852.73,3171.72,4297.12,3899.06,4816.71,3431.74,3901.87,4970.54,4300.3,
E3VRY9,Kcnma1,BK channel,13,2438.95,3600.05,3983.16,3095.63,3107.18,4637.57,4267.4,3356.06,3238.39,4078.16,3698.25,4738.15,3101.85,3728.99,1359.33,3954.39,
E9PXF0,Pcdh17,Protocadherin 17,13,2563.8,2399.03,2284.35,2504.08,2530.38,2574.89,2256.83,2141.01,2546.9,2250.66,2396.86,2202.47,2355.15,2195.6,1466.29,2441.06,
Q61282,Acan,Aggrecan core protein,13,2573.48,3144.12,3572.74,2877.64,2890.83,2209.24,3344.58,2966.16,2889.21,2587.24,3173.55,3558.49,3596.65,3412.6,3192.78,2874.22,
Q9D0E1,Hnrnpm,Heterogeneous nuclear ribonucleoprotein M,13,2962.29,2377.86,2293.35,2592.92,2723.91,2547.42,2263.14,2575.86,2711.1,2407.83,2507.9,2360.88,2688.45,2649.17,4241.03,2278.02,
Q61234,Snta1,Alpha-1-syntrophin,13,4000.93,4390.82,4519.38,4525.53,4406.83,4558.47,4802.73,4733.47,4751.36,4646.92,4730.58,4960.28,4520.76,4798.49,5206.58,4458.07,
P32020,Scp2,Sterol carrier protein 2,13,4323.91,4439.31,4466.76,4653.65,4457.4,4175.94,4696.61,4787.03,4522.13,4292.52,4267.74,4469.93,4624.35,4523.93,4523.99,4359.38,
Q69ZS6,Sv2c,Synaptic vesicle glycoprotein 2C,13,2147.49,4101.79,5002.87,3383.01,3595.16,3624.75,5484.21,4265.47,3618.64,4819.23,4615.65,5881.11,4055.91,4515.94,1457.51,5583.46,
Q9R118,Htra1,Serine protease HTRA1,13,4362.86,3425.75,2964.06,3625.71,3183.49,2965.59,2926.09,2898.1,6230.77,3093.21,2685.71,2351.98,3510.25,3051.14,2515.9,2618.32,
Q61165,Slc9a1,Sodium/hydrogen exchanger 1,13,4594.92,5351.43,5382.52,4751.04,4784.26,4885.79,5552.69,5004.82,4628.41,4459,4322.5,5068.74,4372.91,4611.73,2673.85,4695.85,
Q9D154,Serpinb1a,Leukocyte elastase inhibitor A,13,5680.37,5869.83,5176.42,5535.37,5534.14,5043.73,5587.39,5303.12,4740,5099.1,5982.74,4940.39,6416.16,6041.3,2388.96,4840.07,
P28656,Nap1l1,Nucleosome assembly protein 1-like 1,13,5149.6,5310.5,5273.62,5430.23,5033.33,5018.87,5288.17,5011.99,5285.64,5127.64,5038.18,4960.51,5363.15,5376.38,4364.35,4702.97,
Q3U214,Mast3,Microtubule-associated serine/threonine-protein kinase 3,13,1557.37,2313.24,2231.17,1779.31,1786.92,1788.79,2511.53,1850.42,1746.18,2242.12,1997.54,2433.91,1811.86,2063.86,498.714,2135.32,
P35123,Usp4,Ubiquitin carboxyl-terminal hydrolase 4,13,2682.41,2901.18,2833.43,2803.95,2786.64,2795.87,2784.45,2783.04,2912.68,2886.52,2988.34,2885.18,2809.11,2827.79,2500.23,2798.27,
Q9D7A8,Armc1,Armadillo repeat-containing protein 1,13,3599.11,3835.07,3912.22,3589.43,3598.59,3789.08,3780.57,3541.47,3234.47,3423.55,3409.69,3590.15,3356.43,3365.24,3487.02,3551.13,
Q9QYI3,Dnajc7,DnaJ homolog subfamily C member 7,13,2963.93,2589.52,2519.59,2755.3,2681.77,2615.19,2520.6,2407.75,2672.28,2450.44,2648.32,2347.56,2567.75,2541.25,2122.79,2433.57,
F8WHT3,Prrc2b,Protein PRRC2B,13,2569.93,1964.87,1961.08,2455.22,2160.69,2231.28,1705.47,2017.28,2353.36,1787.43,2281.08,1950.36,2236.45,2142.88,2853.12,2112.26,
Q6PIP5,Nudcd1,NudC domain-containing protein 1,13,3081.16,2894.49,2907.09,2999.07,3020.34,3075.97,2770.36,2748.09,2741.65,2603.67,2884.81,2691.84,2818.47,2661.25,2578.76,2773.56,
Q9DCJ9,Npl,N-acetylneuraminate lyase,13,3093.73,4513.6,5421.84,4191.27,3935.6,3374.07,5097.41,4795.6,3989.69,4411.95,3964.94,5310.54,4277.26,4815.73,2751.29,4583.21,
Q569Z6,Thrap3,Thyroid hormone receptor-associated protein 3,13,3404.17,2977.64,2797.66,3247.63,3116.74,3093.55,2656.48,2918.77,3151.35,2835.78,2956.69,2738.78,3339.17,3310.28,5262.38,2725.25,
Q8BRN9,Cc2d1b,Coiled-coil and C2 domain-containing protein 1B,13,4544.17,4455,4370.25,4547.12,4383.92,4224.5,4410.76,4255.46,4264.23,4139.65,4588.48,4004.61,4396.77,4328.73,2902.62,4143.82,
